3826.2	0.000	0.000
3827.62	0.000	0.000
3829.03	0.000	0.000
3830.45	0.000	0.000
3831.86	0.000	0.000
3833.28	0.000	0.000
3834.69	0.000	0.000
3836.11	0.000	0.000
3837.52	0.000	0.000
3838.94	0.000	0.000
3840.35	0.000	0.000
3841.77	0.000	0.000
3843.18	0.000	0.000
3844.6	0.000	0.000
3846.01	0.000	0.000
3847.43	0.000	0.000
3848.84	0.000	0.000
3850.26	0.000	0.000
3851.67	0.000	0.000
3853.09	0.000	0.000
3854.5	0.000	0.000
3855.92	0.000	0.000
3857.33	0.000	0.000
3858.75	0.000	0.000
3860.16	0.000	0.000
3861.58	0.000	0.000
3862.99	0.000	0.000
3864.41	0.000	0.000
3865.83	0.000	0.000
3867.24	0.000	0.000
3868.66	0.000	0.000
3870.07	0.000	0.000
3871.49	0.000	0.000
3872.9	0.000	0.000
3874.32	0.000	0.000
3875.73	0.000	0.000
3877.15	0.000	0.000
3878.56	0.000	0.000
3879.98	0.000	0.000
3881.39	0.000	0.000
3882.81	0.000	0.000
3884.22	0.000	0.000
3885.64	0.000	0.000
3887.05	0.000	0.000
3888.47	0.000	0.000
3889.88	0.000	0.000
3891.3	0.000	0.000
3892.72	0.000	0.000
3894.13	0.000	0.000
3895.55	0.000	0.000
3896.96	0.000	0.000
3898.38	0.000	0.000
3899.79	0.000	0.000
3901.21	0.000	0.000
3902.62	0.000	0.000
3904.04	0.000	0.000
3905.45	0.000	0.000
3906.87	0.000	0.000
3908.28	0.000	0.000
3909.7	0.000	0.000
3911.11	0.000	0.000
3912.53	0.000	0.000
3913.94	0.000	0.000
3915.36	0.000	0.000
3916.77	0.000	0.000
3918.19	0.000	0.000
3919.6	0.000	0.000
3921.02	0.000	0.000
3922.43	0.000	0.000
3923.85	0.000	0.000
3925.26	0.000	0.000
3926.68	0.000	0.000
3928.1	0.000	0.000
3929.51	0.000	0.000
3930.93	0.000	0.000
3932.34	0.000	0.000
3933.76	0.000	0.000
3935.17	0.000	0.000
3936.59	0.000	0.000
3938	0.000	0.000
3939.42	0.000	0.000
3940.83	0.000	0.000
3942.25	0.000	0.000
3943.66	0.000	0.000
3945.08	0.000	0.000
3946.49	0.000	0.000
3947.91	0.000	0.000
3949.32	0.000	0.000
3950.74	0.000	0.000
3952.15	0.000	0.000
3953.57	0.000	0.000
3954.98	0.000	0.000
3956.4	0.000	0.000
3957.81	0.000	0.000
3959.23	0.000	0.000
3960.64	0.000	0.000
3962.06	0.000	0.000
3963.47	0.000	0.000
3964.89	0.000	0.000
3966.31	0.000	0.000
3967.72	0.000	0.000
3969.14	0.000	0.000
3970.55	0.000	0.000
3971.97	0.000	0.000
3973.38	0.000	0.000
3974.8	0.000	0.000
3976.21	0.000	0.000
3977.63	0.000	0.000
3979.04	0.000	0.000
3980.46	0.000	0.000
3981.87	0.000	0.000
3983.29	0.000	0.000
3984.7	0.000	0.000
3986.12	0.000	0.000
3987.53	0.000	0.000
3988.95	0.000	0.000
3990.36	0.000	0.000
3991.78	0.000	0.000
3993.19	0.000	0.000
3994.61	0.000	0.000
3996.03	0.000	0.000
3997.44	0.000	0.000
3998.86	0.000	0.000
4000.27	0.000	0.000
4001.69	0.000	0.000
4003.1	0.000	0.000
4004.52	0.000	0.000
4005.93	0.000	0.000
4007.35	0.000	0.000
4008.76	0.000	0.000
4010.18	0.000	0.000
4011.59	0.000	0.000
4013.01	0.000	0.000
4014.42	0.000	0.000
4015.84	0.000	0.000
4017.25	0.000	0.000
4018.67	0.000	0.000
4020.08	0.000	0.000
4021.5	0.000	0.000
4022.91	0.000	0.000
4024.33	0.000	0.000
4025.74	0.000	0.000
4027.16	0.000	0.000
4028.58	0.000	0.000
4029.99	0.000	0.000
4031.41	0.000	0.000
4032.82	0.000	0.000
4034.24	0.000	0.000
4035.65	0.000	0.000
4037.07	0.000	0.000
4038.48	0.000	0.000
4039.9	0.000	0.000
4041.31	0.000	0.000
4042.73	0.000	0.000
4044.14	0.000	0.000
4045.56	0.000	0.000
4046.97	0.000	0.000
4048.39	0.000	0.000
4049.8	0.000	0.000
4051.22	0.000	0.000
4052.63	0.000	0.000
4054.05	0.000	0.000
4055.46	0.000	0.000
4056.88	0.000	0.000
4058.29	0.000	0.000
4059.71	0.000	0.000
4061.12	0.000	0.000
4062.54	0.000	0.000
4063.95	0.000	0.000
4065.37	0.000	0.000
4066.79	0.000	0.000
4068.2	0.000	0.000
4069.62	0.000	0.000
4071.03	0.000	0.000
4072.45	0.000	0.000
4073.86	0.000	0.000
4075.28	0.000	0.000
4076.69	0.000	0.000
4078.11	0.000	0.000
4079.52	0.000	0.000
4080.94	0.000	0.000
4082.35	0.000	0.000
4083.77	0.000	0.000
4085.18	0.000	0.000
4086.6	0.000	0.000
4088.01	0.000	0.000
4089.43	0.000	0.000
4090.84	0.000	0.000
4092.26	0.000	0.000
4093.67	0.000	0.000
4095.09	0.000	0.000
4096.51	0.000	0.000
4097.92	0.000	0.000
4099.34	0.000	0.000
4100.75	0.000	0.000
4102.16	0.000	0.000
4103.58	0.000	0.000
4105	0.000	0.000
4106.41	0.000	0.000
4107.83	0.000	0.000
4109.24	0.000	0.000
4110.66	0.000	0.000
4112.07	0.000	0.000
4113.49	0.000	0.000
4114.9	0.000	0.000
4116.32	0.000	0.000
4117.73	0.000	0.000
4119.15	0.000	0.000
4120.56	0.000	0.000
4121.98	0.000	0.000
4123.39	0.000	0.000
4124.81	0.000	0.000
4126.22	0.000	0.000
4127.64	0.000	0.000
4129.05	0.000	0.000
4130.47	0.000	0.000
4131.89	0.000	0.000
4133.3	0.000	0.000
4134.72	0.000	0.000
4136.13	0.000	0.000
4137.55	0.000	0.000
4138.96	0.000	0.000
4140.38	0.000	0.000
4141.79	0.000	0.000
4143.21	0.000	0.000
4144.62	0.000	0.000
4146.04	0.000	0.000
4147.45	0.000	0.000
4148.87	0.000	0.000
4150.28	0.000	0.000
4151.7	0.000	0.000
4153.11	0.000	0.000
4154.53	0.000	0.000
4155.94	0.000	0.000
4157.36	0.000	0.000
4158.77	0.000	0.000
4160.19	0.000	0.000
4161.6	0.000	0.000
4163.02	0.000	0.000
4164.44	0.000	0.000
4165.85	0.000	0.000
4167.27	0.000	0.000
4168.68	0.000	0.000
4170.1	0.000	0.000
4171.51	0.000	0.000
4172.93	0.000	0.000
4174.34	0.000	0.000
4175.76	0.000	0.000
4177.17	0.000	0.000
4178.59	0.000	0.000
4180	0.000	0.000
4181.42	0.000	0.000
4182.83	0.000	0.000
4184.25	0.000	0.000
4185.66	0.000	0.000
4187.08	0.000	0.000
4188.49	0.000	0.000
4189.91	0.000	0.000
4191.32	0.000	0.000
4192.74	0.000	0.000
4194.15	0.000	0.000
4195.57	0.000	0.000
4196.98	0.000	0.000
4198.4	0.000	0.000
4199.82	0.000	0.000
4201.23	0.000	0.000
4202.65	0.000	0.000
4204.06	0.000	0.000
4205.48	0.000	0.000
4206.89	0.000	0.000
4208.31	0.000	0.000
4209.72	0.000	0.000
4211.14	0.000	0.000
4212.55	0.000	0.000
4213.97	0.000	0.000
4215.38	0.000	0.000
4216.8	0.000	0.000
4218.21	0.000	0.000
4219.63	0.000	0.000
4221.04	0.000	0.000
4222.46	0.000	0.000
4223.87	0.000	0.000
4225.29	0.000	0.000
4226.7	0.000	0.000
4228.12	0.000	0.000
4229.53	0.000	0.000
4230.95	0.000	0.000
4232.36	0.000	0.000
4233.78	0.000	0.000
4235.19	0.000	0.000
4236.61	0.000	0.000
4238.02	0.000	0.000
4239.44	0.000	0.000
4240.86	0.000	0.000
4242.27	0.000	0.000
4243.69	0.000	0.000
4245.1	0.000	0.000
4246.52	0.000	0.000
4247.93	0.000	0.000
4249.35	0.000	0.000
4250.76	0.000	0.000
4252.18	0.000	0.000
4253.59	0.000	0.000
4255.01	0.000	0.000
4256.42	0.000	0.000
4257.84	0.000	0.000
4259.25	0.000	0.000
4260.67	0.000	0.000
4262.08	0.000	0.000
4263.5	0.000	0.000
4264.91	0.000	0.000
4266.33	0.000	0.000
4267.74	0.000	0.000
4269.16	0.000	0.000
4270.57	0.000	0.000
4271.99	0.000	0.000
4273.41	0.000	0.000
4274.82	0.000	0.000
4276.24	0.000	0.000
4277.65	0.000	0.000
4279.07	0.000	0.000
4280.48	0.000	0.000
4281.9	0.000	0.000
4283.31	0.000	0.000
4284.73	0.000	0.000
4286.14	0.000	0.000
4287.56	0.000	0.000
4288.97	0.000	0.000
4290.39	0.000	0.000
4291.8	0.000	0.000
4293.22	0.000	0.000
4294.63	0.000	0.000
4296.05	0.000	0.000
4297.46	0.000	0.000
4298.88	0.000	0.000
4300.3	0.000	0.000
4301.71	0.000	0.000
4303.12	0.000	0.000
4304.54	0.000	0.000
4305.95	0.000	0.000
4307.37	0.000	0.000
4308.79	0.000	0.000
4310.2	0.000	0.000
4311.62	0.000	0.000
4313.03	0.000	0.000
4314.45	0.000	0.000
4315.86	0.000	0.000
